id,quality
557,3
558,9
559,4
560,7
561,7
562,7
563,5
564,3
565,6
566,5
567,5
568,7
569,9
570,9
571,6
572,5
573,5
574,4
575,9
576,6
577,5
578,9
579,8
580,4
581,3
582,5
583,6
584,4
585,3
586,7
587,4
588,4
589,8
590,6
591,4
592,7
593,5
594,4
595,4
596,8
597,3
598,5
599,5
600,7
601,4
602,5
603,6
604,6
605,5
606,3
607,5
608,3
609,4
610,9
611,3
612,7
613,8
614,6
615,7
616,6
617,4
618,5
619,9
620,6
621,6
622,5
623,6
624,5
625,5
626,8
627,5
628,4
629,5
630,4
631,4
632,6
633,4
634,4
635,7
636,9
637,7
638,8
639,9
640,5
641,5
642,4
643,7
644,7
645,8
646,5
647,8
648,9
649,5
650,3
651,6
652,5
653,9
654,7
655,5
656,6
657,4
658,3
659,3
660,4
661,6
662,4
663,8
664,6
665,4
666,5
667,8
668,5
669,7
670,9
671,3
672,5
673,4
674,9
675,3
676,5
677,3
678,5
679,8
680,7
681,7
682,6
683,6
684,8
685,9
686,5
687,3
688,4
689,6
690,7
691,3
692,9
693,4
694,3
695,3
696,3
697,7
698,4
699,8
700,4
701,9
702,5
703,6
704,4
705,9
706,9
707,8
708,6
709,4
710,8
711,9
712,4
713,5
714,7
715,9
716,8
717,8
718,3
719,5
720,5
721,3
722,4
723,7
724,9
725,9
726,7
727,8
728,3
729,5
730,4
731,8
732,5
733,4
734,9
735,8
736,7
737,4
738,9
739,6
740,5
741,9
742,4
743,5
744,6
745,6
746,3
747,5
748,8
749,3
750,5
751,6
752,9
753,8
754,4
755,8
756,9
757,7
758,5
759,4
760,6
761,8
762,4
763,4
764,7
765,3
766,4
767,4
768,8
769,6
770,3
771,8
772,4
773,6
774,3
775,7
776,6
777,6
778,7
779,5
780,6
781,9
782,4
783,6
784,6
785,8
786,8
787,7
788,5
789,4
790,3
791,3
792,8
793,7
794,9
795,4
796,4
797,6
798,4
799,8
800,5
801,4
802,6
803,6
804,3
805,3
806,3
807,4
808,5
809,4
810,7
811,7
812,7
813,3
814,7
815,6
816,8
817,8
818,3
819,4
820,7
821,4
822,3
823,7
824,5
825,8
826,6
827,7
828,7
829,6
830,9
831,7
832,3
833,7
834,8
835,4
836,4
837,7
838,8
839,4
840,7
841,7
842,9
843,6
844,5
845,6
846,6
847,5
848,9
849,4
850,9
851,8
852,7
853,8
854,8
855,3
856,7
857,8
858,7
859,6
860,7
861,4
862,8
863,6
864,8
865,5
866,5
867,7
868,8
869,5
870,5
871,5
872,6
873,5
874,4
875,7
876,5
877,7
878,4
879,7
880,8
881,6
882,3
883,4
884,8
885,5
886,3
887,8
888,9
889,5
890,3
891,9
892,5
893,8
894,7
895,3
896,8
897,9
898,3
899,8
900,8
901,5
902,4
903,9
904,4
905,7
906,7
907,6
908,3
909,4
910,7
911,6
912,9
913,7
914,8
915,3
916,5
917,7
918,8
919,5
920,3
921,5
922,4
923,5
924,5
925,6
926,4
927,6
928,8
929,7
930,3
931,9
932,7
933,6
934,8
935,6
936,7
937,9
938,7
939,9
940,9
941,4
942,4
943,5
944,3
945,6
946,3
947,8
948,4
949,6
950,8
951,3
952,4
953,7
954,8
955,6
956,5
957,9
958,3
959,5
960,7
961,7
962,5
963,4
964,4
965,3
966,9
967,8
968,4
969,7
970,4
971,3
972,7
973,4
974,3
975,4
976,4
977,5
978,9
979,3
980,3
981,6
982,7
983,7
984,3
985,6
986,6
987,7
988,6
989,7
990,6
991,3
992,8
993,6
994,8
995,4
996,6
997,5
998,8
999,8
1000,6
1001,5
1002,9
1003,8
1004,5
1005,6
1006,7
1007,5
1008,3
1009,8
1010,6
1011,6
1012,6
1013,5
1014,9
1015,4
1016,3
1017,9
1018,9
1019,4
1020,8
1021,9
1022,8
1023,8
1024,8
1025,5
1026,4
1027,3
1028,9
1029,8
1030,8
1031,8
1032,6
1033,6
1034,5
1035,3
1036,3
1037,5
1038,3
1039,7
1040,5
1041,6
1042,5
1043,9
1044,8
1045,7
1046,6
1047,9
1048,6
1049,5
1050,4
1051,9
1052,8
1053,9
1054,8
1055,7
1056,7
1057,4
1058,9
1059,5
1060,4
1061,7
1062,6
1063,5
1064,7
1065,7
1066,7
1067,8
1068,9
1069,5
1070,6
1071,4
1072,5
1073,7
1074,8
1075,9
1076,9
1077,4
1078,4
1079,3
1080,7
1081,5
1082,3
1083,7
1084,9
1085,5
1086,7
1087,7
1088,4
1089,6
1090,6
1091,8
1092,8
1093,8
1094,8
1095,8
1096,4
1097,8
1098,3
1099,4
1100,6
1101,9
1102,3
1103,4
1104,9
1105,7
1106,3
1107,9
1108,6
1109,3
1110,8
1111,9
1112,9
1113,9
1114,8
1115,9
1116,3
1117,7
1118,8
1119,4
1120,8
1121,8
1122,7
1123,4
1124,3
1125,6
1126,7
1127,3
1128,4
1129,3
1130,3
1131,7
1132,5
1133,3
1134,5
1135,7
1136,3
1137,7
1138,9
1139,7
1140,7
1141,3
1142,9
1143,5
1144,5
1145,4
1146,3
1147,5
1148,7
1149,9
1150,5
1151,7
1152,6
1153,3
1154,9
1155,7
1156,3
1157,7
1158,8
1159,4
1160,9
1161,9
1162,3
1163,9
1164,6
1165,8
1166,3
1167,6
1168,5
1169,5
1170,9
1171,4
1172,3
1173,9
1174,4
1175,9
1176,8
1177,3
1178,7
1179,7
1180,9
1181,6
1182,9
1183,6
1184,4
1185,9
1186,9
1187,8
1188,5
1189,3
1190,8
1191,3
1192,3
1193,6
1194,7
1195,5
1196,9
1197,8
1198,8
1199,8
1200,5
1201,8
1202,8
1203,9
1204,7
1205,3
1206,6
1207,7
1208,5
1209,8
1210,6
1211,3
1212,3
1213,7
1214,7
1215,3
1216,3
1217,3
1218,3
1219,3
1220,3
1221,9
1222,3
1223,3
1224,3
1225,7
1226,3
1227,4
1228,7
1229,6
1230,7
1231,6
1232,5
1233,7
1234,5
1235,9
1236,4
1237,3
1238,5
1239,9
1240,7
1241,4
1242,5
1243,7
1244,3
1245,7
1246,3
1247,6
1248,3
1249,4
1250,7
1251,3
1252,9
1253,4
1254,4
1255,6
1256,6
1257,8
1258,4
1259,7
1260,8
1261,6
1262,6
1263,9
1264,6
1265,9
1266,6
1267,6
1268,3
1269,7
1270,9
1271,5
1272,5
1273,4
1274,7
1275,5
1276,6
1277,5
1278,7
1279,3
1280,6
1281,3
1282,3
1283,5
1284,6
1285,8
1286,7
1287,6
1288,5
1289,4
1290,9
1291,8
1292,8
1293,5
1294,6
1295,9
1296,5
1297,6
1298,5
1299,7
1300,4
1301,9
1302,7
1303,9
1304,8
1305,9
1306,8
1307,4
1308,4
1309,5
1310,4
1311,9
1312,4
1313,9
1314,3
1315,9
1316,3
1317,5
1318,5
1319,9
1320,8
1321,9
1322,3
1323,6
1324,5
1325,8
1326,3
1327,5
1328,5
1329,3
1330,7
1331,8
1332,8
1333,9
1334,9
1335,3
1336,4
1337,5
1338,3
1339,7
1340,6
1341,4
1342,9
1343,3
1344,9
1345,5
1346,3
1347,3
1348,7
1349,8
1350,4
1351,3
1352,5
1353,7
1354,6
1355,9
1356,9
1357,5
1358,3
1359,4
1360,5
1361,4
1362,6
1363,9
1364,3
1365,7
1366,8
1367,6
1368,5
1369,4
1370,4
1371,5
1372,9
1373,9
1374,3
1375,4
1376,8
1377,6
1378,5
1379,3
1380,5
1381,3
1382,5
1383,3
1384,5
1385,5
1386,4
1387,9
1388,8
1389,6
1390,6
1391,5
1392,3
1393,3
1394,7
1395,9
1396,3
1397,3
1398,7
1399,6
1400,8
1401,4
1402,8
1403,6
1404,3
1405,6
1406,7
1407,5
1408,4
1409,8
1410,8
1411,6
1412,8
1413,3
1414,3
1415,9
1416,4
1417,9
1418,8
1419,4
1420,9
1421,5
1422,7
1423,4
1424,3
1425,8
1426,3
1427,5
1428,9
1429,8
1430,5
1431,7
1432,3
1433,5
1434,9
1435,8
1436,6
1437,9
1438,9
1439,5
1440,5
1441,4
1442,9
1443,3
1444,9
1445,4
1446,6
1447,3
1448,9
1449,3
1450,9
1451,4
1452,5
1453,7
1454,9
1455,8
1456,8
1457,7
1458,8
1459,6
1460,3
1461,3
1462,8
1463,6
1464,6
1465,6
1466,5
1467,5
1468,9
1469,5
1470,3
1471,4
1472,4
1473,7
1474,5
1475,7
1476,4
1477,4
1478,4
1479,4
1480,4
1481,3
1482,8
1483,9
1484,5
1485,7
1486,4
1487,6
1488,6
1489,6
1490,3
1491,7
1492,5
1493,3
1494,9
1495,8
1496,6
1497,9
1498,7
1499,4
1500,8
1501,8
1502,8
1503,3
1504,8
1505,4
1506,8
1507,3
1508,4
1509,8
1510,3
1511,9
1512,6
1513,3
1514,7
1515,8
1516,5
1517,7
1518,4
1519,6
1520,6
1521,7
1522,5
1523,3
1524,8
1525,4
1526,4
1527,5
1528,7
1529,3
1530,9
1531,4
1532,4
1533,7
1534,8
1535,7
1536,5
1537,8
1538,3
1539,7
1540,4
1541,4
1542,3
1543,6
1544,7
1545,9
1546,7
1547,4
1548,5
1549,8
1550,4
1551,4
1552,3
1553,5
1554,4
1555,5
1556,8
1557,7
1558,7
1559,4
1560,4
1561,6
1562,8
1563,3
1564,5
1565,6
1566,3
1567,3
1568,6
1569,3
1570,8
1571,3
1572,6
1573,3
1574,9
1575,9
1576,3
1577,6
1578,6
1579,7
1580,3
1581,9
1582,5
1583,3
1584,3
1585,4
1586,6
1587,5
1588,7
1589,3
1590,8
1591,9
1592,8
1593,6
1594,6
1595,5
1596,4
1597,9
1598,6
1599,4
1600,5
1601,5
1602,3
1603,5
1604,4
1605,7
1606,5
1607,5
1608,9
1609,8
1610,5
1611,5
1612,5
1613,8
1614,9
1615,5
1616,5
1617,3
1618,6
1619,9
1620,3
1621,4
1622,5
1623,3
1624,8
1625,3
1626,9
1627,4
1628,8
1629,9
1630,9
1631,8
1632,4
1633,6
1634,9
1635,9
1636,6
1637,7
1638,9
1639,3
1640,5
1641,5
1642,3
1643,5
1644,4
1645,8
1646,4
1647,6
1648,4
1649,6
1650,8
1651,9
1652,3
1653,3
1654,6
1655,9
1656,5
1657,9
1658,3
1659,5
1660,6
1661,5
1662,4
1663,9
1664,3
1665,9
1666,6
1667,5
1668,5
1669,5
1670,8
1671,3
1672,6
1673,7
1674,7
1675,4
1676,9
1677,9
1678,4
1679,7
1680,5
1681,3
1682,5
1683,4
1684,3
1685,8
1686,7
1687,3
1688,7
1689,3
1690,8
1691,4
1692,8
1693,5
1694,3
1695,8
1696,8
1697,6
1698,6
1699,3
1700,8
1701,7
1702,9
1703,3
1704,8
1705,7
1706,6
1707,5
1708,9
1709,7
1710,9
1711,5
1712,7
1713,8
1714,6
1715,6
1716,5
1717,6
1718,4
1719,9
1720,6
1721,6
1722,4
1723,5
1724,9
1725,3
1726,5
1727,7
1728,9
1729,6
1730,7
1731,9
1732,7
1733,5
1734,4
1735,8
1736,3
1737,3
1738,5
1739,8
1740,8
1741,7
1742,9
1743,4
1744,3
1745,7
1746,3
1747,6
1748,9
1749,3
1750,7
1751,6
1752,9
1753,9
1754,7
1755,3
1756,8
1757,6
1758,6
1759,8
1760,7
1761,7
1762,4
1763,4
1764,6
1765,5
1766,5
1767,4
1768,9
1769,8
1770,6
1771,3
1772,6
1773,9
1774,3
1775,3
1776,6
1777,5
1778,5
1779,5
1780,4
1781,9
1782,9
1783,3
1784,4
1785,7
1786,9
1787,8
1788,8
1789,4
1790,3
1791,7
1792,3
1793,4
1794,7
1795,7
1796,4
1797,5
1798,3
1799,8
1800,9
1801,9
1802,9
1803,5
1804,7
1805,7
1806,5
1807,7
1808,5
1809,5
1810,4
1811,7
1812,9
1813,3
1814,3
1815,5
1816,7
1817,8
1818,3
1819,5
1820,5
1821,9
1822,8
1823,5
1824,9
1825,6
1826,4
1827,9
1828,3
1829,8
1830,5
1831,6
1832,4
1833,9
1834,5
1835,3
1836,5
1837,4
1838,5
1839,9
1840,7
1841,6
1842,8
1843,3
1844,7
1845,9
1846,5
1847,7
1848,6
1849,7
1850,7
1851,6
1852,6
1853,5
1854,5
1855,3
1856,9
1857,6
1858,6
1859,8
1860,3
1861,9
1862,5
1863,4
1864,4
1865,4
1866,8
1867,9
1868,6
1869,8
1870,6
1871,9
1872,4
1873,4
1874,9
1875,7
1876,5
1877,8
1878,9
1879,9
1880,8
1881,3
1882,8
1883,8
1884,6
1885,3
1886,6
1887,4
1888,4
1889,8
1890,8
1891,6
1892,7
1893,9
1894,9
1895,7
1896,8
1897,4
1898,5
1899,5
1900,7
1901,6
1902,5
1903,7
1904,8
1905,5
1906,9
1907,6
1908,6
1909,7
1910,6
1911,3
1912,4
1913,8
1914,9
1915,8
1916,4
1917,9
1918,9
1919,7
1920,9
1921,5
1922,9
1923,4
1924,9
1925,6
1926,9
1927,7
1928,7
1929,6
1930,6
1931,6
1932,9
1933,8
1934,6
1935,8
1936,6
1937,3
1938,4
1939,5
1940,4
1941,9
1942,7
1943,4
1944,3
1945,8
1946,6
1947,5
1948,9
1949,5
1950,5
1951,8
1952,6
1953,5
1954,6
1955,4
1956,7
1957,7
1958,6
1959,8
1960,5
1961,7
1962,3
1963,3
1964,9
1965,7
1966,8
1967,6
1968,6
1969,9
1970,9
1971,7
1972,8
1973,7
1974,7
1975,4
1976,3
1977,9
1978,4
1979,7
1980,7
1981,7
1982,5
1983,9
1984,7
1985,6
1986,3
1987,8
1988,4
1989,6
1990,9
1991,5
1992,7
1993,7
1994,4
1995,8
1996,9
1997,3
1998,7
1999,5
2000,3
2001,9
2002,7
2003,8
2004,8
2005,6
2006,3
2007,4
2008,3
2009,7
2010,9
2011,8
2012,5
2013,8
2014,8
2015,7
2016,6
2017,7
2018,3
2019,3
2020,5
2021,9
2022,5
2023,6
2024,6
2025,3
2026,8
2027,8
2028,6
2029,8
2030,4
2031,7
2032,9
2033,9
2034,6
2035,9
2036,8
2037,8
2038,4
2039,3
2040,7
2041,3
2042,9
2043,9
2044,7
2045,6
2046,3
2047,8
2048,5
2049,7
2050,5
2051,4
2052,9
2053,8
2054,6
2055,8
2056,8
2057,5
2058,8
2059,5
2060,8
2061,4
2062,7
2063,6
2064,9
2065,7
2066,4
2067,6
2068,5
2069,6
2070,5
2071,4
2072,4
2073,6
2074,3
2075,5
2076,4
2077,6
2078,7
2079,8
2080,6
2081,7
2082,4
2083,3
2084,4
2085,6
2086,8
2087,4
2088,8
2089,8
2090,3
2091,6
2092,4
2093,7
2094,5
2095,9
2096,4
2097,9
2098,9
2099,6
2100,4
2101,6
2102,7
2103,8
2104,9
2105,7
2106,7
2107,6
2108,4
2109,5
2110,8
2111,7
2112,8
2113,6
2114,6
2115,8
2116,5
2117,4
2118,4
2119,9
2120,6
2121,4
2122,3
2123,7
2124,3
2125,4
2126,6
2127,6
2128,7
2129,5
2130,4
2131,7
2132,8
2133,7
2134,4
2135,5
2136,4
2137,3
2138,5
2139,3
2140,4
2141,9
2142,7
2143,6
2144,6
2145,5
2146,6
2147,9
2148,4
2149,3
2150,5
2151,9
2152,5
2153,8
2154,9
2155,8
2156,3
2157,3
2158,7
2159,9
2160,7
2161,3
2162,6
2163,4
2164,5
2165,8
2166,3
2167,3
2168,5
2169,9
2170,8
2171,9
2172,6
2173,4
2174,7
2175,8
2176,3
2177,8
2178,5
2179,9
2180,9
2181,9
2182,5
2183,4
2184,7
2185,7
2186,5
2187,9
2188,7
2189,6
2190,3
2191,9
2192,9
2193,8
2194,5
2195,7
2196,8
2197,5
2198,9
2199,3
2200,5
2201,9
2202,7
2203,5
2204,6
2205,8
2206,6
2207,3
2208,4
2209,5
2210,5
2211,4
2212,9
2213,3
2214,6
2215,8
2216,4
2217,3
2218,3
2219,3
2220,4
2221,5
2222,6
2223,3
2224,7
2225,6
2226,4
2227,6
2228,5
2229,3
2230,3
2231,6
2232,6
2233,6
2234,9
2235,7
2236,7
2237,4
2238,6
2239,4
2240,7
2241,7
2242,6
2243,7
2244,5
2245,7
2246,7
2247,4
2248,3
2249,6
2250,4
2251,9
2252,9
2253,8
2254,3
2255,7
2256,4
2257,7
2258,3
2259,5
2260,5
2261,3
2262,8
2263,8
2264,4
2265,8
2266,4
2267,5
2268,6
2269,9
2270,5
2271,8
2272,7
2273,3
2274,8
2275,9
2276,9
2277,9
2278,6
2279,3
2280,7
2281,7
2282,6
2283,3
2284,5
2285,7
2286,8
2287,6
2288,4
2289,6
2290,9
2291,3
2292,9
2293,6
2294,4
2295,7
2296,3
2297,5
2298,5
2299,6
2300,9
2301,7
2302,6
2303,3
2304,4
2305,8
2306,9
2307,8
2308,4
2309,6
2310,5
2311,4
2312,8
2313,9
2314,5
2315,6
2316,7
2317,5
2318,6
2319,6
2320,4
2321,4
2322,9
2323,5
2324,6
2325,7
2326,5
2327,4
2328,8
2329,7
2330,4
2331,8
2332,6
2333,9
2334,5
2335,8
2336,7
2337,7
2338,8
2339,4
2340,7
2341,9
2342,8
2343,3
2344,4
2345,9
2346,7
2347,9
2348,6
2349,8
2350,7
2351,9
2352,7
2353,5
2354,6
2355,9
2356,3
2357,9
2358,4
2359,9
2360,4
2361,4
2362,8
2363,9
2364,5
2365,3
2366,3
2367,4
2368,5
2369,5
2370,9
2371,7
2372,4
2373,4
2374,8
2375,6
2376,5
2377,3
2378,5
2379,6
2380,6
2381,3
2382,6
2383,8
2384,3
2385,6
2386,5
2387,4
2388,3
2389,3
2390,5
2391,5
2392,9
2393,4
2394,9
2395,5
2396,9
2397,6
2398,8
2399,4
2400,6
2401,7
2402,3
2403,3
2404,8
2405,3
2406,6
2407,3
2408,7
2409,5
2410,7
2411,6
2412,8
2413,5
2414,8
2415,5
2416,3
2417,9
2418,3
2419,4
2420,3
2421,3
2422,3
2423,6
2424,4
2425,4
2426,5
2427,8
2428,3
2429,4
2430,9
2431,3
2432,9
2433,8
2434,8
2435,4
2436,9
2437,8
2438,7
2439,5
2440,8
2441,5
2442,7
2443,5
2444,6
2445,7
2446,7
2447,8
2448,9
2449,5
2450,8
2451,6
2452,5
2453,4
2454,4
2455,5
2456,3
2457,5
2458,5
2459,6
2460,7
2461,7
2462,9
2463,6
2464,6
2465,6
2466,6
2467,8
2468,7
2469,4
2470,3
2471,8
2472,7
2473,9
2474,5
2475,4
2476,5
2477,4
2478,5
2479,4
2480,6
2481,9
2482,6
2483,8
2484,5
2485,6
2486,6
2487,8
2488,4
2489,4
2490,3
2491,3
2492,5
2493,3
2494,6
2495,6
2496,5
2497,5
2498,3
2499,7
2500,4
2501,3
2502,5
2503,7
2504,5
2505,6
2506,6
2507,8
2508,7
2509,8
2510,7
2511,6
2512,3
2513,7
2514,8
2515,9
2516,4
2517,5
2518,5
2519,9
2520,9
2521,8
2522,3
2523,9
2524,8
2525,7
2526,4
2527,8
2528,4
2529,9
2530,8
2531,3
2532,6
2533,5
2534,9
2535,8
2536,9
2537,9
2538,7
2539,9
2540,7
2541,5
2542,9
2543,7
2544,8
2545,5
2546,3
2547,3
2548,8
2549,5
2550,3
2551,3
2552,5
2553,3
2554,3
2555,5
2556,7
2557,5
2558,8
2559,5
2560,4
2561,8
2562,7
2563,8
2564,9
2565,5
2566,9
2567,6
2568,6
2569,9
2570,3
2571,9
2572,3
2573,7
2574,6
2575,7
2576,9
2577,4
2578,7
2579,3
2580,4
2581,3
2582,5
2583,7
2584,6
2585,7
2586,6
2587,6
2588,3
2589,5
2590,8
2591,8
2592,7
2593,9
2594,4
2595,7
2596,3
2597,3
2598,5
